,Route_Name,Route_Link,Bus_Name,Bus_Type,Departure,Duration,Reach,Star_Ratings,Price,Seat_Availability
1624,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8657,Rajdhani (AC Semi Sleeper 2+2),17:00:00,03h 20m,20:20:00,3.7,389.0,32
1625,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,17:10:00,03h 35m,20:45:00,3.4,389.0,22
1626,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8675,RAJDHANI (A.C. Semi Sleeper),17:30:00,04h 00m,21:30:00,4.0,389.0,35
1627,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64089,Rajdhani (AC Semi Sleeper 2+2),18:00:00,03h 20m,21:20:00,3.4,389.0,31
1628,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,18:10:00,03h 35m,21:45:00,3.3,389.0,38
1629,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8822,Super Luxury (Non AC Seater 2+2 Push Back),18:15:00,03h 45m,22:00:00,3.4,320.0,31
1630,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 4172,Rajdhani (AC Semi Sleeper 2+2),18:30:00,04h 00m,22:30:00,3.3,389.0,35
1631,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64022,Rajdhani (AC Semi Sleeper 2+2),19:00:00,03h 30m,22:30:00,3.1,389.0,29
1632,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8677,Super Luxury (Non AC Seater 2+2 Push Back),19:30:00,04h 10m,23:40:00,3.2,320.0,31
1633,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8625,RAJDHANI (A.C. Semi Sleeper),21:00:00,04h 00m,01:00:00,3.7,389.0,35
1634,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8619,Rajdhani (AC Semi Sleeper 2+2),22:00:00,04h 00m,02:00:00,3.7,389.0,28
1635,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64593,Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,03h 55m,02:25:00,4.1,320.0,30
1636,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1224,Deluxe (Non AC Seater 2+2),22:40:00,05h 50m,04:30:00,3.7,277.0,37
1637,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8827,Super Luxury (Non AC Seater 2+2 Push Back),22:55:00,04h 25m,03:20:00,4.0,320.0,29
1638,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 4166,Rajdhani (AC Semi Sleeper 2+2),23:00:00,04h 00m,03:00:00,3.9,389.0,35
1639,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,04h 30m,03:30:00,3.7,320.0,27
1640,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8992,Super Luxury (Non AC Seater 2+2 Push Back),23:25:00,03h 55m,03:20:00,4.3,320.0,26
1641,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64008,Rajdhani (AC Semi Sleeper 2+2),23:30:00,04h 00m,03:30:00,3.9,389.0,34
1642,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8805,RAJDHANI (A.C. Semi Sleeper),23:45:00,03h 45m,03:30:00,4.0,389.0,31
1643,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,23:55:00,03h 35m,03:30:00,3.1,389.0,38
1644,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8600,Super Luxury (Non AC Seater 2+2 Push Back),23:55:00,05h 25m,05:20:00,4.8,320.0,31
1645,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 7646,Super Luxury (Non AC Seater 2+2 Push Back),23:55:00,04h 05m,04:00:00,4.5,320.0,30
1646,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40:00,04h 20m,04:00:00,4.5,441.0,19
1647,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,3.5,450.0,17
1648,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,RRR Travels,A/C Sleeper (2+1),23:50:00,05h 40m,05:30:00,4.7,648.0,23
1649,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:58:00,05h 02m,05:00:00,3.6,410.0,18
1650,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:59:00,05h 01m,05:00:00,4.5,494.0,32
1651,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59:00,05h 01m,05:00:00,3.6,450.0,16
1652,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,A/C Sleeper (2+1),23:59:00,05h 31m,05:30:00,5.0,700.0,13
1653,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59:00,06h 11m,06:10:00,3.1,500.0,31
1654,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C Sleeper (2+1),23:59:00,05h 01m,05:00:00,4.5,621.0,19
1655,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Sleeper (2+1),23:59:00,06h 01m,06:00:00,4.6,780.0,18
1656,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),23:59:00,06h 16m,06:15:00,4.3,450.0,24
1657,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59:00,06h 01m,06:00:00,4.7,580.0,29
1658,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59:00,05h 01m,05:00:00,3.6,470.0,19
1659,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:30:00,04h 30m,05:00:00,3.4,500.0,24
1660,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30:00,05h 00m,05:30:00,3.1,450.0,24
1661,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),01:30:00,04h 30m,06:00:00,4.4,555.0,19
1662,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),17:30:00,04h 20m,21:50:00,2.9,400.0,16
1663,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:00:00,03h 45m,21:45:00,1.3,500.0,5
1664,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),23:55:00,05h 30m,05:25:00,2.6,450.0,29
1665,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),00:40:00,04h 20m,05:00:00,2.1,750.0,30
1666,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),01:30:00,03h 30m,05:00:00,1.3,790.0,18
1667,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:15:00,06h 15m,22:30:00,3.7,615.0,41
1668,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20:00,08h 25m,00:45:00,3.5,469.0,23
1669,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45:00,06h 30m,23:15:00,4.8,436.0,29
1677,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TGSRTC - 64958,Super Luxury (Non AC Seater 2+2 Push Back),14:35:00,04h 15m,18:50:00,4.7,320.0,27
1678,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TGSRTC - 64188,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,04h 00m,18:40:00,2.8,320.0,31
1679,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00:00,05h 30m,20:30:00,2.5,389.0,34
1680,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TGSRTC - 6946,0,15:30:00,03h 15m,18:45:00,4.1,320.0,
1688,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 9616,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,06h 40m,21:20:00,3.4,442.0,20
1689,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1260,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,07h 00m,21:40:00,3.5,442.0,30
1690,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1282,Rajdhani (AC Semi Sleeper 2+2),15:00:00,05h 00m,20:00:00,4.3,524.0,17
1692,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7461,Super Luxury (Non AC Seater 2+2 Push Back),14:50:00,03h 00m,17:50:00,2.3,283.0,6
1693,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7049,e-SUP LUXURY (2+2),15:00:00,03h 00m,18:00:00,3.8,283.0,37
1694,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TGSRTC - 7304,Super Luxury (Non AC Seater 2+2 Push Back),15:15:00,03h 00m,18:15:00,4.2,283.0,31
1700,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TGSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,07h 30m,22:10:00,2.8,504.0,31
1701,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TGSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),14:50:00,06h 30m,21:20:00,2.7,504.0,22
1702,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TGSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:20:00,05h 40m,21:00:00,2.9,611.0,35
1710,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,TGSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,14:35:00,05h 15m,19:50:00,1.9,548.0,32
1711,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,TGSRTC - 6912,Deluxe (Non AC Seater 2+2),14:55:00,06h 05m,21:00:00,1.5,396.0,35
1712,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,TGSRTC - 8704,Super Luxury (Non AC Seater 2+2 Push Back),15:05:00,06h 10m,21:15:00,3.3,451.0,31
1720,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8090,Super Luxury (Non AC Seater 2+2 Push Back),14:45:00,05h 10m,19:55:00,3.8,429.0,31
1721,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8030,Super Luxury (Non AC Seater 2+2 Push Back),15:00:00,06h 10m,21:10:00,2.5,429.0,31
1722,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TGSRTC - 8021,Super Luxury (Non AC Seater 2+2 Push Back),15:15:00,05h 10m,20:25:00,2.4,429.0,33
1726,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00:00,08h 03m,00:03:00,4.0,483.0,34
1727,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,05h 40m,02:40:00,3.6,483.0,32
1728,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15:00,05h 47m,03:02:00,3.8,483.0,32
1736,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TGSRTC - 8010,RAJDHANI (A.C. Semi Sleeper),14:55:00,04h 25m,19:20:00,4.1,476.0,20
1737,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TGSRTC - 7244,Super Luxury (Non AC Seater 2+2 Push Back),15:00:00,04h 50m,19:50:00,3.2,392.0,31
1738,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TGSRTC - 9510,Rajdhani (AC Semi Sleeper 2+2),15:30:00,04h 45m,20:15:00,1.6,476.0,30
1743,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TGSRTC - 40962,Super Luxury (Non AC Seater 2+2 Push Back),14:45:00,03h 00m,17:45:00,4.4,289.0,33
1744,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TGSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),15:05:00,03h 00m,18:05:00,2.4,351.0,37
1745,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TGSRTC - 40377,Super Luxury (Non AC Seater 2+2 Push Back),15:25:00,02h 40m,18:05:00,3.1,289.0,33
1746,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TGSRTC - 1402,0,15:45:00,03h 00m,18:45:00,3.9,351.0,
1753,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,09h 30m,04:00:00,3.1,555.0,24
1754,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45:00,08h 30m,03:15:00,3.5,556.0,27
1755,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00:00,09h 00m,04:00:00,3.2,555.0,14
1756,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00:00,09h 15m,04:15:00,4.4,555.0,10
1763,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TGSRTC - 7881,Super Luxury (Non AC Seater 2+2 Push Back),15:20:00,04h 10m,19:30:00,2.9,365.0,25
1764,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TGSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),15:40:00,04h 25m,20:05:00,4.1,442.0,21
1765,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TGSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),16:40:00,04h 25m,21:05:00,2.4,365.0,31
1773,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15:00,08h 45m,04:00:00,3.7,483.0,29
1774,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45:00,08h 35m,04:20:00,4.1,483.0,25
1775,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30:00,07h 59m,04:29:00,4.2,817.0,44
1776,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,08h 45m,05:45:00,3.4,483.0,12
1783,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7279,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,03h 00m,17:40:00,3.6,283.0,31
1784,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7034,e-SUP LUXURY (2+2),14:40:00,03h 00m,17:40:00,3.5,283.0,36
1785,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TGSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,03h 50m,18:30:00,4.1,283.0,24
1791,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,TGSRTC - 64188,Super Luxury (Non AC Seater 2+2 Push Back),14:40:00,05h 45m,20:25:00,3.7,451.0,30
1792,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00:00,07h 15m,22:15:00,2.4,548.0,33
1793,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,TGSRTC - 8796,Rajdhani (AC Semi Sleeper 2+2),15:40:00,05h 50m,21:30:00,2.3,548.0,32
1801,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00:00,08h 00m,23:00:00,4.2,627.0,35
1802,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TGSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40:00,07h 00m,22:40:00,3.8,627.0,37
1803,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TGSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55:00,07h 55m,23:50:00,2.6,627.0,34
1811,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64958,Super Luxury (Non AC Seater 2+2 Push Back),14:45:00,05h 50m,20:35:00,3.0,453.0,31
1812,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64828,Super Luxury (Non AC Seater 2+2 Push Back),16:30:00,06h 20m,22:50:00,2.3,453.0,31
1813,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 2492,Super Luxury (Non AC Seater 2+2 Push Back),17:30:00,08h 00m,01:30:00,3.9,456.0,31
1814,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64363,Super Luxury (Non AC Seater 2+2 Push Back),17:50:00,06h 05m,23:55:00,2.3,453.0,29
1815,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 2415,Super Luxury (Non AC Seater 2+2 Push Back),18:40:00,09h 00m,03:40:00,3.9,456.0,13
1816,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35:00,07h 15m,03:50:00,3.5,550.0,27
1817,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64341,Super Luxury (Non AC Seater 2+2 Push Back),20:50:00,08h 05m,04:55:00,4.2,453.0,12
1818,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:00:00,07h 40m,04:40:00,3.9,550.0,29
1819,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 8825,Super Luxury (Non AC Seater 2+2 Push Back),21:00:00,07h 30m,04:30:00,4.6,453.0,24
1820,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 8848,Super Luxury (Non AC Seater 2+2 Push Back),21:20:00,07h 30m,04:50:00,4.2,453.0,5
1821,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:30:00,07h 30m,05:00:00,4.4,453.0,19
1822,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64864,Super Luxury (Non AC Seater 2+2 Push Back),21:40:00,06h 10m,03:50:00,4.6,453.0,31
1823,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TGSRTC - 64827,Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,07h 45m,06:00:00,4.3,453.0,10
1824,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,BSR Tours And Travels,NON A/C Seater (2+2),22:00:00,07h 00m,05:00:00,4.3,400.0,24
1825,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30:00,06h 30m,05:00:00,4.3,400.0,21
1826,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mozo travels,A/C Seater / Sleeper (2+1),22:40:00,06h 25m,05:05:00,4.5,550.0,23
1827,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mythri Tours And Travels,A/C Sleeper (2+1),23:00:00,05h 15m,04:15:00,4.9,638.0,16
1828,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20:00,07h 40m,05:00:00,3.7,441.0,18
1829,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),21:45:00,07h 15m,05:00:00,4.0,400.0,16
1830,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00:00,06h 45m,04:45:00,3.9,400.0,22
1831,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),20:45:00,08h 35m,05:20:00,3.9,450.0,23
1832,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Sai Balaji Travels,A/C Sleeper (2+1),21:55:00,06h 35m,04:30:00,5.0,699.0,24
1833,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,SBS Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30:00,07h 30m,04:00:00,4.4,499.0,21
1834,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,A/C Sleeper (2+1),19:00:00,06h 00m,01:00:00,3.0,900.0,26
1835,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40:00,06h 50m,04:30:00,2.5,610.0,30
1836,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Jayanthi Travels,A/C Sleeper (2+1),20:15:00,07h 15m,03:30:00,4.1,799.0,34
1837,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hanuman Travels,A/C Seater / Sleeper (2+1),22:30:00,06h 30m,05:00:00,3.9,485.0,21
1838,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mahadevv travels,Non A/C Seater / Sleeper (2+1),22:00:00,05h 30m,03:30:00,3.6,510.0,26
1839,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),21:50:00,06h 10m,04:00:00,3.6,444.0,14
1840,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30:00,07h 35m,02:05:00,3.6,555.0,36
1841,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00:00,06h 00m,04:00:00,4.9,900.0,27
1842,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,DMR Travels,A/C Sleeper (2+1),20:50:00,07h 10m,04:00:00,3.1,700.0,26
1843,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),22:10:00,07h 35m,05:45:00,3.6,560.0,13
1844,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:15:00,06h 45m,05:00:00,3.1,599.0,26
